x	y	lnx	lny
106	0.8	4.672828834	0.587786665
107	1.9	4.682131227	1.064710737
108	0.7	4.691347882	0.530628251
109	1.2	4.700480366	0.78845736
110	0.9	4.709530201	0.641853886
111	1.3	4.718498871	0.832909123
112	1.4	4.727387819	0.875468737
113	1.2	4.736198448	0.78845736
114	1.2	4.744932128	0.78845736
115	1.6	4.753590191	0.955511445
116	2	4.762173935	1.098612289
117	1.5	4.770684624	0.916290732
118	1.6	4.779123493	0.955511445
119	1.5	4.787491743	0.916290732
120	0.7	4.795790546	0.530628251
121	0.6	4.804021045	0.470003629
122	1.2	4.812184355	0.78845736
123	1.5	4.820281566	0.916290732
124	0.8	4.828313737	0.587786665
125	0.9	4.836281907	0.641853886
126	0.6	4.844187086	0.470003629
127	0.7	4.852030264	0.530628251
128	0.9	4.859812404	0.641853886
129	0.4	4.86753445	0.336472237
130	1.1	4.875197323	0.741937345
131	0.7	4.882801923	0.530628251
132	0.8	4.890349128	0.587786665
133	1.1	4.8978398	0.741937345
134	0.4	4.905274778	0.336472237
135	0.3	4.912654886	0.262364264
136	0.6	4.919980926	0.470003629
137	0.7	4.927253685	0.530628251
138	1.3	4.934473933	0.832909123
139	1.1	4.941642423	0.741937345
140	0.4	4.94875989	0.336472237
141	0.5	4.955827058	0.405465108
142	0.4	4.96284463	0.336472237
143	0.7	4.9698133	0.530628251
144	0.8	4.976733742	0.587786665
145	0.7	4.983606622	0.530628251
146	0.3	4.990432587	0.262364264
147	1	4.997212274	0.693147181
148	0.8	5.003946306	0.587786665
149	0.5	5.010635294	0.405465108
150	0.6	5.017279837	0.470003629
151	0.4	5.023880521	0.336472237
152	0.8	5.030437921	0.587786665
153	0.7	5.036952602	0.530628251
154	0.5	5.043425117	0.405465108
155	0.3	5.049856007	0.262364264
156	0.6	5.056245805	0.470003629
157	0.4	5.062595033	0.336472237
158	0.8	5.068904202	0.587786665
159	0.4	5.075173815	0.336472237
160	0.1	5.081404365	0.09531018
161	0.2	5.087596335	0.182321557
162	0.1	5.093750201	0.09531018
163	0.7	5.099866428	0.530628251
164	0.4	5.105945474	0.336472237
165	0.5	5.111987788	0.405465108
166	0.7	5.117993812	0.530628251
167	0.6	5.123963979	0.470003629
168	0.5	5.129898715	0.405465108
169	0.5	5.135798437	0.405465108
170	0.1	5.141663557	0.09531018
171	0.2	5.147494477	0.182321557
172	0.7	5.153291594	0.530628251
173	0.4	5.159055299	0.336472237
174	0.4	5.164785974	0.336472237
175	0.3	5.170483995	0.262364264
176	0.5	5.176149733	0.405465108
177	0.2	5.18178355	0.182321557
178	0.5	5.187385806	0.405465108
179	0.3	5.192956851	0.262364264
180	0.3	5.198497031	0.262364264
181	0.5	5.204006687	0.405465108
182	0.3	5.209486153	0.262364264
183	0.1	5.214935758	0.09531018
184	0.1	5.220355825	0.09531018
185	0.5	5.225746674	0.405465108
186	0.4	5.231108617	0.336472237
187	0.7	5.236441963	0.530628251
188	0.2	5.241747015	0.182321557
189	0.1	5.247024072	0.09531018
190	0.1	5.252273428	0.09531018
191	0.3	5.257495372	0.262364264
192	0.3	5.262690189	0.262364264
193	0.3	5.267858159	0.262364264
194	0.1	5.272999559	0.09531018
195	0.1	5.278114659	0.09531018
196	0.2	5.283203729	0.182321557
197	0	5.288267031	0
198	0.2	5.293304825	0.182321557
199	0.1	5.298317367	0.09531018
200	0.3	5.303304908	0.262364264
201	0.4	5.308267697	0.336472237
202	0.6	5.313205979	0.470003629
203	0.5	5.318119994	0.405465108
204	0.3	5.323009979	0.262364264
205	0.5	5.327876169	0.405465108
206	0.4	5.332718793	0.336472237
207	0.1	5.33753808	0.09531018
208	0.3	5.342334252	0.262364264
209	0.1	5.347107531	0.09531018
210	0.3	5.351858133	0.262364264
211	0.2	5.356586275	0.182321557
212	0.1	5.361292166	0.09531018
213	0.4	5.365976015	0.336472237
214	0.1	5.370638028	0.09531018
215	0.3	5.375278408	0.262364264
216	0.2	5.379897354	0.182321557
217	0.2	5.384495063	0.182321557
218	0	5.38907173	0
219	0.1	5.393627546	0.09531018
220	0.8	5.398162702	0.587786665
221	0.3	5.402677382	0.262364264
222	0.2	5.407171771	0.182321557
223	0.2	5.411646052	0.182321557
224	0.4	5.416100402	0.336472237
225	0.4	5.420534999	0.336472237
226	0.2	5.424950017	0.182321557
227	0.2	5.429345629	0.182321557
228	0.5	5.433722004	0.405465108
229	0.1	5.438079309	0.09531018
230	0.3	5.442417711	0.262364264
231	0.3	5.446737372	0.262364264
232	0.1	5.451038454	0.09531018
233	0	5.455321115	0
234	0.3	5.459585514	0.262364264
235	0.3	5.463831805	0.262364264
236	0.1	5.468060141	0.09531018
237	0.2	5.472270674	0.182321557
238	0.1	5.476463552	0.09531018
239	0.2	5.480638923	0.182321557
240	0.3	5.484796933	0.262364264
241	0.2	5.488937726	0.182321557
242	0.4	5.493061443	0.336472237
243	0.2	5.497168225	0.182321557
244	0.2	5.501258211	0.182321557
245	0.1	5.505331536	0.09531018
246	0	5.509388337	0
247	0.1	5.513428746	0.09531018
248	0.2	5.517452896	0.182321557
249	0.1	5.521460918	0.09531018
250	0.1	5.525452939	0.09531018
251	0.2	5.529429088	0.182321557
252	0.1	5.533389489	0.09531018
253	0.2	5.537334267	0.182321557
254	0	5.541263545	0
255	0.2	5.545177444	0.182321557
256	0.2	5.549076085	0.182321557
257	0.1	5.552959585	0.09531018
258	0.1	5.556828062	0.09531018
259	0.1	5.560681631	0.09531018
260	0.1	5.564520407	0.09531018
261	0	5.568344504	0
262	0	5.572154032	0
263	0.4	5.575949103	0.336472237
264	0.2	5.579729826	0.182321557
265	0	5.583496309	0
266	0.2	5.587248658	0.182321557
267	0.1	5.590986981	0.09531018
268	0.3	5.59471138	0.262364264
269	0.1	5.598421959	0.09531018
270	0.1	5.602118821	0.09531018
271	0.1	5.605802066	0.09531018
272	0	5.609471795	0
273	0.1	5.613128106	0.09531018
274	0.1	5.616771098	0.09531018
275	0.2	5.620400866	0.182321557
276	0	5.624017506	0
277	0.2	5.627621114	0.182321557
278	0.2	5.631211782	0.182321557
279	0.1	5.634789603	0.09531018
280	0.2	5.638354669	0.182321557
281	0.1	5.641907071	0.09531018
282	0.1	5.645446898	0.09531018
283	0.3	5.648974238	0.262364264
284	0.1	5.65248918	0.09531018
285	0	5.655991811	0
286	0.2	5.659482216	0.182321557
287	0	5.66296048	0
288	0	5.666426688	0
289	0.2	5.669880923	0.182321557
290	0	5.673323267	0
291	0.1	5.676753802	0.09531018
292	0	5.680172609	0
293	0.2	5.683579767	0.182321557
294	0.1	5.686975356	0.09531018
295	0.1	5.690359454	0.09531018
296	0	5.693732139	0
297	0.2	5.697093487	0.182321557
298	0.1	5.700443573	0.09531018
299	0.1	5.703782475	0.09531018
300	0.3	5.707110265	0.262364264
301	0	5.710427017	0
302	0	5.713732806	0
303	0.1	5.717027701	0.09531018
304	0	5.720311777	0
305	0.1	5.723585102	0.09531018
306	0	5.726847748	0
307	0.3	5.730099783	0.262364264
308	0.1	5.733341277	0.09531018
309	0	5.736572297	0
310	0	5.739792912	0
311	0.1	5.743003188	0.09531018
312	0.1	5.746203191	0.09531018
313	0	5.749392986	0
314	0.2	5.752572639	0.182321557
315	0	5.755742214	0
316	0	5.758901774	0
317	0	5.762051383	0
318	0	5.765191103	0
319	0	5.768320996	0
320	0.1	5.771441123	0.09531018
321	0.2	5.774551546	0.182321557
322	0.1	5.777652323	0.09531018
323	0.1	5.780743516	0.09531018
324	0.2	5.783825182	0.182321557
325	0	5.786897381	0
326	0.3	5.789960171	0.262364264
327	0	5.793013608	0
328	0.1	5.796057751	0.09531018
329	0	5.799092654	0
330	0.3	5.802118375	0.262364264
331	0.2	5.805134969	0.182321557
332	0.3	5.80814249	0.262364264
333	0.4	5.811140993	0.336472237
334	0.1	5.814130532	0.09531018
335	0.1	5.81711116	0.09531018
336	0	5.82008293	0
337	0	5.823045895	0
338	0	5.826000107	0
339	0	5.828945618	0
340	0	5.831882477	0
341	0.1	5.834810737	0.09531018
342	0.1	5.837730447	0.09531018
343	0.1	5.840641657	0.09531018
344	0	5.843544417	0
345	0.3	5.846438775	0.262364264
346	0.2	5.84932478	0.182321557
347	0	5.85220248	0
348	0	5.855071922	0
349	0	5.857933154	0
350	0	5.860786223	0
351	0.1	5.863631176	0.09531018
352	0	5.866468057	0
353	0.1	5.869296913	0.09531018
354	0	5.872117789	0
355	0	5.874930731	0
356	0.1	5.877735782	0.09531018
357	0.1	5.880532986	0.09531018
358	0	5.883322388	0
359	0.1	5.886104031	0.09531018
360	0.1	5.888877958	0.09531018
361	0	5.891644212	0
362	0	5.894402834	0
363	0.1	5.897153868	0.09531018
364	0	5.899897354	0
365	0.2	5.902633333	0.182321557
366	0.1	5.905361848	0.09531018
367	0.1	5.908082938	0.09531018
368	0	5.910796644	0
369	0	5.913503006	0
370	0.1	5.916202063	0.09531018
371	0	5.918893854	0
372	0.2	5.92157842	0.182321557
373	0	5.924255797	0
374	0.1	5.926926026	0.09531018
375	0	5.929589143	0
376	0	5.932245187	0
377	0	5.934894196	0
378	0	5.937536205	0
379	0.1	5.940171253	0.09531018
380	0	5.942799375	0
381	0	5.945420609	0
382	0	5.948034989	0
383	0.2	5.950642553	0.182321557
384	0	5.953243334	0
385	0.2	5.955837369	0.182321557
386	0.1	5.958424693	0.09531018
387	0.1	5.96100534	0.09531018
388	0	5.963579344	0
389	0	5.966146739	0
390	0.1	5.96870756	0.09531018
391	0	5.97126184	0
392	0.1	5.973809612	0.09531018
393	0	5.976350909	0
394	0	5.978885765	0
395	0	5.981414211	0
396	0	5.983936281	0
397	0	5.986452005	0
398	0	5.988961417	0
399	0	5.991464547	0
400	0.2	5.993961427	0.182321557
401	0	5.996452089	0
402	0	5.998936562	0
403	0.1	6.001414878	0.09531018
404	0.1	6.003887067	0.09531018
405	0	6.00635316	0
406	0	6.008813185	0
407	0.2	6.011267174	0.182321557
408	0	6.013715156	0
409	0	6.01615716	0
410	0	6.018593214	0
411	0	6.021023349	0
412	0	6.023447593	0
413	0	6.025865974	0
414	0	6.02827852	0
415	0.1	6.03068526	0.09531018
416	0.1	6.033086222	0.09531018
417	0.1	6.035481433	0.09531018
418	0	6.03787092	0
419	0.1	6.040254711	0.09531018
420	0	6.042632834	0
421	0	6.045005314	0
422	0.1	6.047372179	0.09531018
423	0.1	6.049733455	0.09531018
424	0	6.052089169	0
425	0.1	6.054439346	0.09531018
426	0.2	6.056784013	0.182321557
427	0	6.059123196	0
428	0	6.061456919	0
429	0	6.063785209	0
430	0	6.06610809	0
431	0	6.068425588	0
432	0	6.070737728	0
433	0	6.073044534	0
434	0	6.075346031	0
435	0	6.077642243	0
436	0	6.079933195	0
437	0.1	6.08221891	0.09531018
438	0	6.084499413	0
439	0.1	6.086774727	0.09531018
440	0	6.089044875	0
441	0	6.091309882	0
442	0	6.09356977	0
443	0	6.095824562	0
444	0.1	6.098074282	0.09531018
445	0	6.100318952	0
446	0	6.102558595	0
447	0	6.104793232	0
448	0	6.107022888	0
449	0	6.109247583	0
450	0	6.11146734	0
451	0	6.11368218	0
452	0.1	6.115892125	0.09531018
453	0	6.118097198	0
454	0.1	6.120297419	0.09531018
455	0	6.12249281	0
456	0.1	6.124683391	0.09531018
457	0	6.126869184	0
458	0	6.12905021	0
459	0.1	6.131226489	0.09531018
460	0	6.133398043	0
461	0	6.135564891	0
462	0	6.137727054	0
463	0.2	6.139884552	0.182321557
464	0.2	6.142037406	0.182321557
465	0	6.144185634	0
466	0	6.146329258	0
467	0.1	6.148468296	0.09531018
468	0.2	6.150602768	0.182321557
469	0	6.152732695	0
470	0.2	6.154858094	0.182321557
471	0	6.156978986	0
472	0	6.159095388	0
473	0.1	6.161207322	0.09531018
474	0.1	6.163314804	0.09531018
475	0	6.165417854	0
476	0	6.167516491	0
477	0.1	6.169610732	0.09531018
478	0	6.171700597	0
479	0.1	6.173786104	0.09531018
480	0	6.17586727	0
481	0	6.177944114	0
482	0	6.180016654	0
483	0.2	6.182084907	0.182321557
484	0	6.184148891	0
485	0	6.186208624	0
486	0	6.188264123	0
487	0	6.190315406	0
488	0.1	6.192362489	0.09531018
489	0	6.194405391	0
490	0	6.196444128	0
491	0.1	6.198478716	0.09531018
492	0	6.200509174	0
493	0	6.202535517	0
494	0	6.204557763	0
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
